station,time,train,platform,route,delayedTime,information,timestampScraping
Karlruhe Durlach,15:42,S 4,12,"Karlsruhe-Durlach 15:42 - Durlach Untermühlstraße, Karlsruhe 15:44",,,2021-12-24 14:47:33.661838
Karlruhe Durlach,15:43,S 31,2a,Karlsruhe-Durlach 15:43 - Karlsruhe Hbf 15:48,,,2021-12-24 14:47:33.663272
Karlruhe Durlach,15:46,S 5,12,"Karlsruhe-Durlach 15:46 - Durlach Untermühlstraße, Karlsruhe 15:47",15:46,,2021-12-24 14:47:33.664722
station,time,train,platform,route,delayedTime,information,timestampScraping
Rastatt,14:48,Bus 234,"Bahnhof, Rastatt","Bahnhof, Rastatt 14:48 - SchlossGalerie, Rastatt 14:50 - Kapellenstraße, Rastatt 14:51 - Kehler Straße, Rastatt 14:53",,,2021-12-24 14:47:35.860375
Rastatt,14:48,Bus 232,"Bahnhof, Rastatt","Bahnhof, Rastatt 14:48 - Niederwaldstraße, Rastatt 14:50 - Forum, Rastatt 14:51 - Im Wöhr, Rastatt 14:53",,,2021-12-24 14:47:35.863293
Rastatt,14:50,Bus 239,"Bahnhof, Rastatt","Bahnhof, Rastatt 14:50 - Königsberger Str., Rastatt 14:52 - Stadtfriedhof, Rastatt 14:53 - Lyzeumstraße, Rastatt 14:55",,,2021-12-24 14:47:35.865792
Rastatt,14:52,RE 7 (17019),3,Rastatt 14:52 - Baden-Baden 14:58 - Bühl(Baden) 15:04,14:53,,2021-12-24 14:47:35.868092
Rastatt,14:55,Bus 235,"Bahnhof, Rastatt","Bahnhof, Rastatt 14:55 - Tulla-Gymnasium, Rastatt 14:58 - Danziger Straße, Rastatt 14:59 - Waldfriedhof, Rastatt 15:00",,,2021-12-24 14:47:35.869990
Rastatt,14:57,S 7,3,Rastatt 14:57 - Baden-Baden Haueneberstein 15:01,14:57,,2021-12-24 14:47:35.871627
Rastatt,15:02,S 7,4,Rastatt 15:02 - Ötigheim 15:06,15:02,,2021-12-24 14:47:35.873093
Rastatt,15:07,Bus 235,"Bahnhof, Rastatt","Bahnhof, Rastatt 15:07 - SchlossGalerie, Rastatt 15:09 - Bernhardusbrunnen, Rastatt 15:12 - Schloss, Rastatt 15:13",,,2021-12-24 14:47:35.874659
Rastatt,15:08,RE 7 (5332),4,Rastatt 15:08 - Karlsruhe Hbf 15:22,15:10,,2021-12-24 14:47:35.876298
Rastatt,15:10,Bus 231,"Bahnhof, Rastatt","Bahnhof, Rastatt 15:10 - Königsberger Str., Rastatt 15:11 - Richard-Wagner-Ring, Rastatt 15:12 - Zay, Rastatt 15:13",,,2021-12-24 14:47:35.877703
Rastatt,15:22,S 8,5,Rastatt 15:22 - Ötigheim 15:26,15:22,,2021-12-24 14:47:35.878997
Rastatt,15:24,RE 2 (4731),2,Rastatt 15:24 - Baden-Baden 15:30 - Bühl(Baden) 15:36,15:24,,2021-12-24 14:47:35.880304
Rastatt,15:24,S 71,6,Rastatt 15:24 - Muggensturm 15:28,,,2021-12-24 14:47:35.881435
Rastatt,15:30,Bus X34,"Bahnhof, Rastatt","Bahnhof, Rastatt 15:30 - Kapellenstraße, Rastatt 15:32 - Maquet, Rastatt 15:35 - Einkaufszentrum, Iffezheim 15:40",,,2021-12-24 14:47:35.882590
Rastatt,15:30,S 81,5,Rastatt 15:30 - Karlsruhe Hbf 15:50,15:30,,2021-12-24 14:47:35.883699
Rastatt,15:34,RE 2 (4724),4,Rastatt 15:34 - Karlsruhe Hbf 15:48,15:37,,2021-12-24 14:47:35.884923
Rastatt,15:38,S 8,5,Rastatt 15:38 - Rastatt Beinle 15:40,15:38,,2021-12-24 14:47:35.886116
Rastatt,15:43,Bus 212,"Bahnhof, Rastatt","Bahnhof, Rastatt 15:43 - SchlossGalerie, Rastatt 15:45 - Kapellenstraße, Rastatt 15:47 - Kehler Straße, Rastatt 15:49",15:43,,2021-12-24 14:47:35.887391
Rastatt,15:45,Bus 235,"Bahnhof, Rastatt","Bahnhof, Rastatt 15:45 - Tulla-Gymnasium, Rastatt 15:48 - Danziger Straße, Rastatt 15:49 - Waldfriedhof, Rastatt 15:50",,,2021-12-24 14:47:35.888821
station,time,train,platform,route,delayedTime,information,timestampScraping
Baden-Baden,14:49,Bus 203,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 14:49 - Sinzheimer Straße, Baden-Baden 14:50 - Wörthstraße, Baden-Baden 14:51 - Schweigrother Platz, Baden-Baden 14:53",14:49,,2021-12-24 14:47:39.846974
Baden-Baden,14:52,Bus 201,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 14:52 - Sinzheimer Straße, Baden-Baden 14:53 - Wörthstraße, Baden-Baden 14:55 - Schweigrother Platz, Baden-Baden 14:56",14:52,,2021-12-24 14:47:39.849772
Baden-Baden,14:53,Bus 243,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 14:53 - Kuppenheimer Straße, Baden-Baden 14:54 - Haueneberstein Karlsruher Straße, Baden-Baden 14:58 - Haueneberstein Waldstraße, Baden-Baden 14:59",14:56,,2021-12-24 14:47:39.851881
Baden-Baden,14:54,S 7,1,Baden-Baden 14:54 - Baden-Baden Haueneberstein 14:57,14:54,,2021-12-24 14:47:39.853710
Baden-Baden,14:57,Bus 205,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 14:57 -",15:07,Änderung im Fahrtverlauf!,2021-12-24 14:47:39.855551
Baden-Baden,14:59,RE 7 (17019),3,Baden-Baden 14:59 - Bühl(Baden) 15:04 - Achern 15:10,15:00,,2021-12-24 14:47:39.857385
Baden-Baden,15:01,RE 7 (5332),2,Baden-Baden 15:01 - Rastatt 15:07 - Karlsruhe Hbf 15:22,15:02,,2021-12-24 14:47:39.859080
Baden-Baden,15:05,S 7,3,Baden-Baden 15:05 - Sinzheim Nord 15:08 - Sinzheim 15:10 - Baden-Baden Rebland 15:13 - Bühl(Baden) 15:18 - Achern 15:25,15:05,,2021-12-24 14:47:39.860579
Baden-Baden,15:07,Bus 201,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:07 - Sinzheimer Straße, Baden-Baden 15:08 - Wörthstraße, Baden-Baden 15:10 - Schweigrother Platz, Baden-Baden 15:11",15:07,,2021-12-24 14:47:39.862042
Baden-Baden,15:10,AST 285,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:10 - Kartung Am Markbach, Sinzheim 15:18 - Kartung Kreuzstraße, Sinzheim 15:19 - Kartung Schule, Sinzheim 15:20",,,2021-12-24 14:47:39.863493
Baden-Baden,15:15,Bus 216,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:15 - Sinzheimer Straße, Baden-Baden 15:16 - Wörthstraße, Baden-Baden 15:17 - Schweigrother Platz, Baden-Baden 15:19",15:15,Änderung im Fahrtverlauf!,2021-12-24 14:47:39.864930
Baden-Baden,15:17,Bus 212,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:17 - Kuppenheimer Straße, Baden-Baden 15:18 - Sandweier Südring, Baden-Baden 15:22 - Sandweier Mitte, Baden-Baden 15:23",15:17,,2021-12-24 14:47:39.866186
Baden-Baden,15:20,Bus 244,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:20 - Wörthstraße, Baden-Baden 15:22 - Festspielhaus, Baden-Baden 15:26 - Hindenburgpl./Stadtbiblioth., Baden-Baden 15:27",,,2021-12-24 14:47:39.867373
Baden-Baden,15:21,Bus 218,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:21 - Wörthstraße, Baden-Baden 15:23 - Festspielhaus, Baden-Baden 15:28 - Hindenburgplatz (Kaiserallee), Baden-Baden 15:29 - Leopoldsplatz (Luisenstr.), Baden-Baden 15:31",15:21,,2021-12-24 14:47:39.868592
Baden-Baden,15:22,Bus 201,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:22 - Sinzheimer Straße, Baden-Baden 15:23 - Wörthstraße, Baden-Baden 15:25 - Schweigrother Platz, Baden-Baden 15:26",15:22,,2021-12-24 14:47:39.869812
Baden-Baden,15:25,Bus 205,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:25 -",15:25,Änderung im Fahrtverlauf!,2021-12-24 14:47:39.871148
Baden-Baden,15:27,ICE 75,7,Baden-Baden 15:27 - Freiburg(Breisgau) Hbf 16:11 - Basel Bad Bf 16:46 - Basel SBB 16:55 - Zürich HB 18:00 - Sargans 19:03 - Landquart 19:12 - Chur 19:23,,Fahrt fällt aus,2021-12-24 14:47:39.872475
Baden-Baden,15:27,ICE 2879,7,Baden-Baden 15:27 - Freiburg(Breisgau) Hbf 16:11 - Basel Bad Bf 16:46 - Basel SBB 16:55 - Zürich HB 18:00 - Sargans 19:03 - Landquart 19:12 - Chur 19:23,15:35,Ersatzfahrt für,2021-12-24 14:47:39.873678
Baden-Baden,15:28,RE 2 (4724),2,Baden-Baden 15:28 - Rastatt 15:34 - Karlsruhe Hbf 15:48,15:29,,2021-12-24 14:47:39.875218
Baden-Baden,15:31,RE 2 (4731),3,Baden-Baden 15:31 - Bühl(Baden) 15:36 - Achern 15:42,15:32,,2021-12-24 14:47:39.877148
Baden-Baden,15:33,Bus 243,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:33 - Wörthstraße, Baden-Baden 15:35 - Festspielhaus, Baden-Baden 15:40 - Hindenburgplatz (Kaiserallee), Baden-Baden 15:41 - Leopoldsplatz (Luisenstr.), Baden-Baden 15:42",15:33,,2021-12-24 14:47:39.878845
Baden-Baden,15:35,TGV 9580,7,Baden-Baden 15:35 - Strasbourg 16:01 - Mulhouse Ville 17:05 - Belfort-Montbéliard TGV 17:31,15:37,,2021-12-24 14:47:39.880438
Baden-Baden,15:35,Bus 218,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:35 - Kuppenheimer Straße, Baden-Baden 15:36 - Wilhelm-Drapp-Str., Baden-Baden 15:37 - Sandweier Nord, Baden-Baden 15:41",15:35,,2021-12-24 14:47:39.882187
Baden-Baden,15:35,Bus 285,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:35 - Königsberger Straße, Baden-Baden 15:38 - Grüner Baum, Hügelsheim 15:48 - Söllingen Airpark Eisstadion, Rheinmünster 15:51 - Flughafen Karlsruhe/Baden-Baden Terminal, Rheinmün 15:53",15:35,,2021-12-24 14:47:39.883581
Baden-Baden,15:35,Bus 201E,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:35 - Sinzheimer Straße, Baden-Baden 15:36 - Wörthstraße, Baden-Baden 15:38 - Ebertplatz, Baden-Baden 15:42",15:35,,2021-12-24 14:47:39.885064
Baden-Baden,15:37,Bus 201,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:37 - Sinzheimer Straße, Baden-Baden 15:38 - Wörthstraße, Baden-Baden 15:40 - Schweigrother Platz, Baden-Baden 15:41",15:37,,2021-12-24 14:47:39.886794
Baden-Baden,15:38,Bus X45,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:38 - Wörthstraße, Baden-Baden 15:40 - Festspielhaus, Baden-Baden 15:43 - Hindenburgpl./Stadtbiblioth., Baden-Baden 15:44",,,2021-12-24 14:47:39.888298
Baden-Baden,15:41,ICE 276,4,Baden-Baden 15:41 - Karlsruhe Hbf 15:59 - Mannheim Hbf 16:25 - Frankfurt(Main)Hbf 17:08 - Hanau Hbf 17:28 - Fulda 18:10 - Kassel-Wilhelmshöhe 18:43 - Göttingen 19:03 - Hildesheim Hbf 19:35 - Braunschweig Hbf 19:59 - Wolfsburg Hbf 20:17 - Berlin-Spandau 21:13 - Berlin Hbf 21:27 - Berlin Ostbahnhof 21:39,15:41,,2021-12-24 14:47:39.889545
Baden-Baden,15:45,Bus 216,"Bahnhof, Baden-Baden","Bahnhof, Baden-Baden 15:45 - Kuppenheimer Straße, Baden-Baden 15:46 - Wilhelm-Drapp-Str., Baden-Baden 15:47 - Haueneberstein Karlsruher Straße, Baden-Baden 15:51",15:45,,2021-12-24 14:47:39.890779
station,time,train,platform,route,delayedTime,information,timestampScraping
Freudenstadt,14:48,Bus F 1,"Hauptbahnhof, Freudenstadt","Hauptbahnhof, Freudenstadt 14:48 - Landratsamt, Freudenstadt 14:50 - Marktplatz Stadthaus, Freudenstadt 14:52 - Stadtbahnhof, Freudenstadt 14:57",,,2021-12-24 14:47:42.078750
Freudenstadt,14:50,Bus B,"Hauptbahnhof, Freudenstadt","Hauptbahnhof, Freudenstadt 14:50 - Sonnenhalde, Freudenstadt 14:51 - Kärntner Straße, Freudenstadt 14:52 - Martinique, Freudenstadt 14:56",,,2021-12-24 14:47:42.081521
Freudenstadt,14:50,Bus 100,"Hauptbahnhof, Freudenstadt","Hauptbahnhof, Freudenstadt 14:50 - Landratsamt, Freudenstadt 14:51 - Marktplatz Stadthaus, Freudenstadt 14:52 - Straßburger Str., Freudenstadt 14:54",,,2021-12-24 14:47:42.084006
Freudenstadt,14:53,S 8,2,Freudenstadt Hbf 14:53 - Freudenstadt Industriegebiet 14:55,14:53,,2021-12-24 14:47:42.086003
Freudenstadt,15:00,SWE RB20 (87390),3b,Freudenstadt Hbf 15:00 - Loßburg-Rodt 15:05 - Alpirsbach 15:16 - Schenkenzell 15:21,,,2021-12-24 14:47:42.088381
Freudenstadt,15:05,Bus 100,"Hauptbahnhof, Freudenstadt","Hauptbahnhof, Freudenstadt 15:05 - Landratsamt, Freudenstadt 15:07 - Marktplatz Stadthaus, Freudenstadt 15:09 - Stadtbahnhof, Freudenstadt 15:15",,,2021-12-24 14:47:42.090167
Freudenstadt,15:07,Bus F 1,"Hauptbahnhof, Freudenstadt","Hauptbahnhof, Freudenstadt 15:07 - Ziegelei Bacher, Freudenstadt 15:08 - Aach Rathaus, Dornstetten 15:12 - Industriegebiet, Dornstetten 15:16",,,2021-12-24 14:47:42.092028
Freudenstadt,15:13,Bus 11,"Hauptbahnhof, Freudenstadt","Hauptbahnhof, Freudenstadt 15:13 - Langenau, Freudenstadt 15:15 - Wittlensweiler Industriegebiet, Freudenstadt 15:17 - Wittlensweiler Friedhof, Freudenstadt 15:19",,,2021-12-24 14:47:42.093801
Freudenstadt,15:15,S 8,2,Freudenstadt Hbf 15:15 - Grüntal-Wittlensweiler 15:18,15:15,,2021-12-24 14:47:42.095276
Freudenstadt,15:21,Bus 41,"Hauptbahnhof, Freudenstadt","Hauptbahnhof, Freudenstadt 15:21 - Landratsamt, Freudenstadt 15:22 - Marktplatz Stadthaus, Freudenstadt 15:25 - Stadtbahnhof, Freudenstadt 15:30",,,2021-12-24 14:47:42.096946
Freudenstadt,15:22,Bus 15,"Hauptbahnhof, Freudenstadt","Hauptbahnhof, Freudenstadt 15:22 - Landratsamt, Freudenstadt 15:24 - Marktplatz Stadthaus, Freudenstadt 15:26 - Stadtbahnhof, Freudenstadt 15:35",,,2021-12-24 14:47:42.098593
Freudenstadt,15:23,S 8,1,Freudenstadt Hbf 15:23 - Freudenstadt Industriegebiet 15:25 - Freudenstadt Schulzentrum 15:27 - Freudenstadt Stadt 15:28,,,2021-12-24 14:47:42.100171
station,time,train,platform,route,delayedTime,information,timestampScraping
Pforzheim,14:48,Bus 762,"ZOB/Hauptbahnhof, Pforzheim","ZOB/Hauptbahnhof, Pforzheim 14:48 - Leopoldstraße, Pforzheim 14:52 - Waisenhausplatz, Pforzheim 14:55 - Goldschmiedeschule, Pforzheim 14:57",,,2021-12-24 14:47:44.488754
Pforzheim,14:49,Bus 3,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 14:49 - Christophallee, Pforzheim 14:50 - Pfälzer Straße, Pforzheim 14:51 - Zähringer Allee, Pforzheim 14:52",14:49,,2021-12-24 14:47:44.490899
Pforzheim,14:50,Bus 4,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 14:50 - Bahnhofstraße, Pforzheim 14:51 - Leopoldstraße, Pforzheim 14:53 - Sedanplatz, Pforzheim 14:54",,,2021-12-24 14:47:44.492818
Pforzheim,14:50,Bus 733,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 14:50 - Pfälzer Straße, Pforzheim 14:53 - Friedrich Ebert Straße, Pforzheim 14:55 - Wartberg, Pforzheim 14:56",,,2021-12-24 14:47:44.494419
Pforzheim,14:52,Bus 742,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 14:52 - Leopoldstraße, Pforzheim 14:55 - Sedanplatz, Pforzheim 14:56 - Jahn-/Bleichstr., Pforzheim 14:57",,,2021-12-24 14:47:44.495994
Pforzheim,14:52,Bus 5,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 14:52 - Bahnhofstraße, Pforzheim 14:53 - Leopoldstraße, Pforzheim 14:55 - Waisenhausplatz, Pforzheim 14:58",,,2021-12-24 14:47:44.497529
Pforzheim,14:52,Bus 3,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 14:52 - Bahnhofstraße, Pforzheim 14:53 - Leopoldstraße, Pforzheim 14:55 - Sedanplatz, Pforzheim 14:58",14:52,,2021-12-24 14:47:44.498877
Pforzheim,14:52,Bus 744,"ZOB/Hauptbahnhof, Pforzheim","ZOB/Hauptbahnhof, Pforzheim 14:52 - Leopoldplatz, Pforzheim 14:56 - Turnplatz, Pforzheim 14:58 - Benckiserstraße, Pforzheim 14:59",,,2021-12-24 14:47:44.500247
Pforzheim,14:53,Bus 2,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 14:53 - Christophallee, Pforzheim 14:55 - Nordstadtschule, Pforzheim 14:57 - Yorckstraße, Pforzheim 14:58",,,2021-12-24 14:47:44.501627
Pforzheim,14:53,Bus 6,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 14:53 - Christophallee, Pforzheim 14:55 - Pfälzer Straße, Pforzheim 14:56 - Zähringer Allee, Pforzheim 14:57",,,2021-12-24 14:47:44.503003
Pforzheim,14:54,IRE 1 (19019),3,Pforzheim Hbf 14:54 - Mühlacker 15:02 - Vaihingen(Enz) 15:07 - Stuttgart Hbf 15:25,14:54,,2021-12-24 14:47:44.504476
Pforzheim,14:55,Bus 717,"ZOB/Hauptbahnhof, Pforzheim","ZOB/Hauptbahnhof, Pforzheim 14:55 - Leopoldplatz, Pforzheim 14:59 - Gerbelstraße, Pforzheim 15:01 - Fritz-Erler-Schule Süd, Pforzheim 15:03",,,2021-12-24 14:47:44.505696
Pforzheim,14:57,Bus 6,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 14:57 - Bahnhofstraße, Pforzheim 14:58 - Leopoldstraße, Pforzheim 15:00 - Waisenhausplatz, Pforzheim 15:03",14:57,,2021-12-24 14:47:44.506914
Pforzheim,14:57,Bus 2,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 14:57 - Bahnhofstraße, Pforzheim 14:58 - Leopoldplatz, Pforzheim 15:00 - Turnplatz, Pforzheim 15:03",14:57,,2021-12-24 14:47:44.508148
Pforzheim,14:58,Bus 737,"ZOB/Hauptbahnhof, Pforzheim","ZOB/Hauptbahnhof, Pforzheim 14:58 - Marktplatz, Pforzheim 15:02 - Parkstraße, Pforzheim 15:03 - Zeppelinstraße, Pforzheim 15:05",,,2021-12-24 14:47:44.509432
Pforzheim,14:58,Bus 7,10,"Hauptbahnhof/ZOB, Pforzheim 14:58 - Bahnhofstraße, Pforzheim 14:59 - Leopoldstraße, Pforzheim 15:01 - Sedanplatz, Pforzheim 15:03",,,2021-12-24 14:47:44.510822
Pforzheim,15:00,Bus 16,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:00 - Bahnhofstraße, Pforzheim 15:01 - Leopoldstraße, Pforzheim 15:03 - Waisenhausplatz, Pforzheim 15:05",15:00,,2021-12-24 14:47:44.512143
Pforzheim,15:00,Bus 722,"ZOB/Hauptbahnhof, Pforzheim","ZOB/Hauptbahnhof, Pforzheim 15:00 - Leopoldplatz, Pforzheim 15:04 - Händelstraße, Pforzheim 15:07 - Krankenhaus Siloah, Pforzheim 15:09",,,2021-12-24 14:47:44.513787
Pforzheim,15:01,Bus 7,13,"Hauptbahnhof/ZOB, Pforzheim 15:01 - Franziskusstraße, Pforzheim 15:02 - Hauptgüterbahnhof, Pforzheim 15:04",,,2021-12-24 14:47:44.515726
Pforzheim,15:03,IRE 1 (19018),4,Pforzheim Hbf 15:03 - Karlsruhe-Durlach 15:18 - Karlsruhe Hbf 15:25,15:03,,2021-12-24 14:47:44.517485
Pforzheim,15:04,Bus 5,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:04 - Christophallee, Pforzheim 15:05 - Pfälzer Straße, Pforzheim 15:06 - Zähringer Allee, Pforzheim 15:07",15:04,,2021-12-24 14:47:44.519146
Pforzheim,15:06,S 5,5,Pforzheim Hbf 15:06 - Ispringen 15:09,15:06,,2021-12-24 14:47:44.520289
Pforzheim,15:07,Bus 3,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:07 - Bahnhofstraße, Pforzheim 15:08 - Leopoldstraße, Pforzheim 15:10 - Sedanplatz, Pforzheim 15:13",15:07,,2021-12-24 14:47:44.521742
Pforzheim,15:07,Bus 5,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:07 - Bahnhofstraße, Pforzheim 15:08 - Leopoldstraße, Pforzheim 15:10 - Waisenhausplatz, Pforzheim 15:13",15:07,,2021-12-24 14:47:44.523118
Pforzheim,15:08,Bus 2,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:08 - Christophallee, Pforzheim 15:10 - Nordstadtschule, Pforzheim 15:12 - Yorckstraße, Pforzheim 15:13",15:08,,2021-12-24 14:47:44.524652
Pforzheim,15:08,Bus 6,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:08 - Christophallee, Pforzheim 15:10 - Pfälzer Straße, Pforzheim 15:11 - Zähringer Allee, Pforzheim 15:12",15:08,,2021-12-24 14:47:44.526134
Pforzheim,15:10,Bus 10,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:10 - Bahnhofstraße, Pforzheim 15:11 - Leopoldplatz, Pforzheim 15:13 - Benckiserpark, Pforzheim 15:16",15:10,,2021-12-24 14:47:44.527564
Pforzheim,15:10,Bus 731,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:10 - Pfälzer Straße, Pforzheim 15:13 - Wolfsbergallee, Pforzheim 15:16 - Westl. Krebspfad, Pforzheim 15:17",,,2021-12-24 14:47:44.528801
Pforzheim,15:12,Bus 6,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:12 - Bahnhofstraße, Pforzheim 15:13 - Leopoldstraße, Pforzheim 15:15 - Waisenhausplatz, Pforzheim 15:18",15:12,,2021-12-24 14:47:44.530041
Pforzheim,15:12,Bus 2,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:12 - Bahnhofstraße, Pforzheim 15:13 - Leopoldplatz, Pforzheim 15:15 - Turnplatz, Pforzheim 15:18",15:12,,2021-12-24 14:47:44.531258
Pforzheim,15:13,Bus 738,"ZOB/Hauptbahnhof, Pforzheim","ZOB/Hauptbahnhof, Pforzheim 15:13 - Marktplatz, Pforzheim 15:17 - Parkstraße, Pforzheim 15:18 - Zeppelinstraße, Pforzheim 15:20",,,2021-12-24 14:47:44.532480
Pforzheim,15:14,RB 17a (19523),2,Pforzheim Hbf 15:14 - Eutingen(Baden) 15:17 - Niefern 15:19 - Enzberg 15:22,15:14,,2021-12-24 14:47:44.533710
Pforzheim,15:15,Bus 735,"Hauptbahnhof/ZOB, Pforzheim","Hauptbahnhof/ZOB, Pforzheim 15:15 - Marktplatz, Pforzheim 15:18 - Parkstraße, Pforzheim 15:19 - Zeppelinstraße, Pforzheim 15:21",,,2021-12-24 14:47:44.534907
Pforzheim,15:17,S 6,3,Pforzheim Hbf 15:17 - Pforzheim Maihälden 15:19,15:17,,2021-12-24 14:47:44.536156
Pforzheim,15:18,Bus 763,"ZOB/Hauptbahnhof, Pforzheim","ZOB/Hauptbahnhof, Pforzheim 15:18 - Leopoldstraße, Pforzheim 15:22 - Waisenhausplatz, Pforzheim 15:25 - Goldschmiedeschule, Pforzheim 15:27",,,2021-12-24 14:47:44.537441
